ID Venta,ID Pedido,Venta Bruta,Venta Neta
VE00874,PE00874,189340,77587
VE00875,PE00875,892158,172962
VE00876,PE00876,400038,159091
VE00877,PE00877,11569,2988
VE00878,PE00878,7343,1897
VE00879,PE00879,6606,1706
VE00880,PE00880,210341,40779
VE00881,PE00881,875434,217106
VE00882,PE00882,200948,72619
VE00883,PE00883,619301,120064
VE00884,PE00884,301968,130050
VE00885,PE00885,589345,114256
VE00886,PE00886,20982,14100
VE00887,PE00887,277901,119685
VE00888,PE00888,85195,34911
VE00889,PE00889,862068,213792
VE00890,PE00890,65481,21611
VE00891,PE00891,250716,48606
VE00892,PE00892,399843,77518
VE00893,PE00893,89274,38448
VE00894,PE00894,647554,160592
VE00895,PE00895,185953,80085
VE00896,PE00896,447741,111039
VE00897,PE00897,177760,44084
VE00898,PE00898,8033,2075
VE00899,PE00899,75682,23206
VE00900,PE00900,577989,78364
VE00901,PE00901,102489,31425
VE00902,PE00902,877831,170185
VE00903,PE00903,31222,10304
VE00904,PE00904,206288,74549
VE00905,PE00905,51483,16991
VE00906,PE00906,121569,52357
VE00907,PE00907,24682,7568
VE00908,PE00908,144276,57377
VE00909,PE00909,57693,21664
VE00910,PE00910,32353,13257
VE00911,PE00911,617326,245504
VE00912,PE00912,87424,58752
VE00913,PE00913,49453,20265
VE00914,PE00914,29561,9756
VE00915,PE00915,18798,5764
VE00916,PE00916,415984,56399
VE00917,PE00917,137267,56249
VE00918,PE00918,808803,156802
VE00919,PE00919,77053,27846
VE00920,PE00920,38576,25924
VE00921,PE00921,511851,99232
VE00922,PE00922,551410,74760
VE00923,PE00923,103673,44649
VE00924,PE00924,452419,112199
VE00925,PE00925,75563,28375
VE00926,PE00926,1577,407
VE00927,PE00927,176091,72158
VE00928,PE00928,95973,34683
VE00929,PE00929,21413,6566
VE00930,PE00930,26562,8144
VE00931,PE00931,189648,77713
VE00932,PE00932,407968,55312
VE00933,PE00933,56884,17442
VE00934,PE00934,70486,47369
VE00935,PE00935,10478,2706
VE00936,PE00936,92128,37752
VE00937,PE00937,168388,69001
VE00938,PE00938,38515,15782
VE00939,PE00939,15469,5105
VE00940,PE00940,143864,19505
VE00941,PE00941,77644,23807
VE00942,PE00942,147240,53210
VE00943,PE00943,302980,120492
VE00944,PE00944,70457,26457
VE00945,PE00945,234993,31860
VE00946,PE00946,23702,7267
VE00947,PE00947,294151,126684
VE00948,PE00948,8360,2159
VE00949,PE00949,274659,68115
VE00950,PE00950,55128,23742
VE00951,PE00951,96583,34904
VE00952,PE00952,8024,2073
VE00953,PE00953,151892,57037
VE00954,PE00954,249204,99106
VE00955,PE00955,176091,72158
VE00956,PE00956,244989,105511
VE00957,PE00957,134032,54923
VE00958,PE00958,900160,223238
VE00959,PE00959,164329,59386
VE00960,PE00960,55658,17066
VE00961,PE00961,77071,23632
VE00962,PE00962,733092,181806
VE00963,PE00963,211216,86551
VE00964,PE00964,380967,51652
VE00965,PE00965,179018,73357
VE00966,PE00966,135265,55428
VE00967,PE00967,12110,3128
VE00968,PE00968,88327,33168
VE00969,PE00969,25728,10543
VE00970,PE00970,142662,51556
VE00971,PE00971,307933,132619
VE00972,PE00972,98262,35510
VE00973,PE00973,48957,32901
VE00974,PE00974,407033,161873
VE00975,PE00975,3135,810
VE00976,PE00976,47227,17734
VE00977,PE00977,324716,121934
VE00978,PE00978,155707,38615
VE00979,PE00979,648222,160758
VE00980,PE00980,819873,158949
VE00981,PE00981,147898,60605
VE00982,PE00982,240460,95628
VE00983,PE00983,268027,115433
VE00984,PE00984,71175,23490
VE00985,PE00985,47403,15644
VE00986,PE00986,647056,257328
VE00987,PE00987,20071,6624
VE00988,PE00988,16465,5434
VE00989,PE00989,151081,29290
VE00990,PE00990,196272,80428
VE00991,PE00991,8472,2188
VE00992,PE00992,7837,2024
VE00993,PE00993,182250,78491
VE00994,PE00994,164394,40770
VE00995,PE00995,81663,35170
VE00996,PE00996,346372,46961
VE00997,PE00997,488549,66238
VE00998,PE00998,840712,162989
VE00999,PE00999,550924,106808
VE001000,PE001000,81847,11097
VE001001,PE001001,327387,44387
VE001002,PE001002,27211,18287
VE001003,PE001003,349505,86677
VE001004,PE001004,648368,257849
VE001005,PE001005,26192,8644
VE001006,PE001006,639488,123978
VE001007,PE001007,201586,86818
VE001008,PE001008,432391,171957
VE001009,PE001009,236258,32032
VE001010,PE001010,513900,127446
VE001011,PE001011,82280,35436
VE001012,PE001012,5990,1547
VE001013,PE001013,23725,9722
VE001014,PE001014,372107,50450
VE001015,PE001015,655573,162581
VE001016,PE001016,54378,17946
VE001017,PE001017,396155,53711
VE001018,PE001018,149746,61362
VE001019,PE001019,36533,11202
VE001020,PE001020,11728,3029
VE001021,PE001021,151636,56941
VE001022,PE001022,148514,60857
VE001023,PE001023,135726,91212
VE001024,PE001024,269261,115964
VE001025,PE001025,204746,83900
VE001026,PE001026,638866,158438
VE001027,PE001027,233881,100727
VE001028,PE001028,352286,132287
VE001029,PE001029,15848,5230
VE001030,PE001030,171919,33330
VE001031,PE001031,216808,93374
VE001032,PE001032,8919,2304
VE001033,PE001033,114994,35259
VE001034,PE001034,152275,55030
VE001035,PE001035,122940,82620
VE001036,PE001036,171038,64226
VE001037,PE001037,833549,161600
VE001038,PE001038,864073,214289
VE001039,PE001039,7529,1945
VE001040,PE001040,477145,118331
VE001041,PE001041,619075,246200
VE001042,PE001042,55396,20802
VE001043,PE001043,125032,24240
VE001044,PE001044,196218,70910
VE001045,PE001045,35961,11026
VE001046,PE001046,334071,64766
VE001047,PE001047,559389,108449
VE001048,PE001048,126506,54483
VE001049,PE001049,87217,37562
VE001050,PE001050,59621,24431
VE001051,PE001051,63963,21110
VE001052,PE001052,204746,83900
VE001053,PE001053,387295,52510
VE001054,PE001054,763869,148091
VE001055,PE001055,547981,135899
VE001056,PE001056,197896,71517
VE001057,PE001057,55396,20802
VE001058,PE001058,296712,73584
VE001059,PE001059,129938,48793
VE001060,PE001060,248111,48101
VE001061,PE001061,52337,17273
VE001062,PE001062,396103,157526
VE001063,PE001063,5234,1352
VE001064,PE001064,425265,57658
VE001065,PE001065,142139,61216
VE001066,PE001066,142967,51666
VE001067,PE001067,212757,87183
VE001068,PE001068,76876,31502
VE001069,PE001069,202437,76017
VE001070,PE001070,290301,115450
VE001071,PE001071,77605,29141
VE001072,PE001072,113067,15330
VE001073,PE001073,127129,47738
VE001074,PE001074,100240,24860
VE001075,PE001075,112310,46022
VE001076,PE001076,46311,15284
VE001077,PE001077,50070,20517
VE001078,PE001078,91666,37562
VE001079,PE001079,129682,48697
VE001080,PE001080,15137,4996
VE001081,PE001081,88276,36173
VE001082,PE001082,7592,2506
VE001083,PE001083,78216,23982
VE001084,PE001084,68091,22472
VE001085,PE001085,56086,18510
VE001086,PE001086,47830,15785
VE001087,PE001087,7035,1817
VE001088,PE001088,216816,78354
VE001089,PE001089,65671,21673
VE001090,PE001090,194554,77372
VE001091,PE001091,615578,244809
VE001092,PE001092,61710,26577
VE001093,PE001093,78108,32007
VE001094,PE001094,257879,49995
VE001095,PE001095,40317,17364
VE001096,PE001096,151381,56845
VE001097,PE001097,80634,34727
VE001098,PE001098,2360,610
VE001099,PE001099,90633,32753
VE001100,PE001100,222925,91349
VE001101,PE001101,5458,1410
VE001102,PE001102,230553,57177
VE001103,PE001103,369871,147094
VE001104,PE001104,240669,103650
VE001105,PE001105,4161,1075
VE001106,PE001106,80177,24584
VE001107,PE001107,157566,67860
VE001108,PE001108,147200,98924
VE001109,PE001109,32652,11800
VE001110,PE001110,346372,46961
VE001111,PE001111,5271,1362
VE001112,PE001112,379004,73478
VE001113,PE001113,148648,59116
VE001114,PE001114,944906,183189
VE001115,PE001115,131027,88055
VE001116,PE001116,214515,53199
VE001117,PE001117,129083,46648
VE001118,PE001118,5048,1304
VE001119,PE001119,130193,48889
VE001120,PE001120,165152,67675
VE001121,PE001121,376399,72972
VE001122,PE001122,155976,58570
VE001123,PE001123,157145,105607
VE001124,PE001124,34972,14331
VE001125,PE001125,426707,169697
VE001126,PE001126,222773,95943
VE001127,PE001127,9253,3054
VE001128,PE001128,128625,46483
VE001129,PE001129,477813,118497
VE001130,PE001130,46335,31139
VE001131,PE001131,81086,54492
VE001132,PE001132,219070,94348
VE001133,PE001133,184944,35855
VE001134,PE001134,744453,184623
VE001135,PE001135,21258,7016
VE001136,PE001136,226476,97538
VE001137,PE001137,73238,26467
VE001138,PE001138,129102,52903
VE001139,PE001139,197061,84869
VE001140,PE001140,285914,107363
VE001141,PE001141,628174,155786
VE001142,PE001142,188010,80971
VE001143,PE001143,95219,35756
VE001144,PE001144,129998,46979
VE001145,PE001145,189504,68484
VE001146,PE001146,311442,116949
VE001147,PE001147,773857,191915
VE001148,PE001148,181427,78136
VE001149,PE001149,7865,2032
VE001150,PE001150,52717,17398
VE001151,PE001151,880436,170690
VE001152,PE001152,199508,81753
VE001153,PE001153,1987,513
VE001154,PE001154,88191,31871
VE001155,PE001155,166698,62597
VE001156,PE001156,117174,44000
VE001157,PE001157,225666,81552
VE001158,PE001158,5598,1446
VE001159,PE001159,441520,85598
VE001160,PE001160,745635,144556
VE001161,PE001161,884121,219261
VE001162,PE001162,260130,97681
VE001163,PE001163,362073,70195
VE001164,PE001164,252712,34263
VE001165,PE001165,287356,71264
VE001166,PE001166,340149,84357
VE001167,PE001167,217425,93640
VE001168,PE001168,296380,111293
VE001169,PE001169,430205,171088
VE001170,PE001170,513805,99611
VE001171,PE001171,741111,183795
VE001172,PE001172,930579,180411
VE001173,PE001173,121504,16474
VE001174,PE001174,185690,67105
VE001175,PE001175,228656,90934
VE001176,PE001176,273250,108669
VE001177,PE001177,52195,17226
VE001178,PE001178,9585,3163
VE001179,PE001179,20108,13513
VE001180,PE001180,263298,65298
VE001181,PE001181,66365,20349
VE001182,PE001182,13731,4210
VE001183,PE001183,433707,107559
VE001184,PE001184,613428,83169
VE001185,PE001185,289864,115276
VE001186,PE001186,51302,21022
VE001187,PE001187,153568,20821
VE001188,PE001188,38547,14475
VE001189,PE001189,9908,2559
VE001190,PE001190,496525,123137
VE001191,PE001191,186567,76450
VE001192,PE001192,82725,55594
VE001193,PE001193,198507,71737
VE001194,PE001194,305399,75739
VE001195,PE001195,144468,97088
VE001196,PE001196,296859,118058
VE001197,PE001197,28707,9474
VE001198,PE001198,329056,123564
VE001199,PE001199,897487,222575
VE001200,PE001200,127404,46042
VE001201,PE001201,135398,90992
VE001202,PE001202,137037,92094
VE001203,PE001203,266793,114901
VE001204,PE001204,2855,737
VE001205,PE001205,173819,23566
VE001206,PE001206,588537,79794
VE001207,PE001207,68670,25786
VE001208,PE001208,971665,240971
VE001209,PE001209,302726,75076
VE001210,PE001210,147173,28533
VE001211,PE001211,60024,19810
VE001212,PE001212,89172,59927
VE001213,PE001213,75832,27405
VE001214,PE001214,761916,147712
VE001215,PE001215,34490,10575
VE001216,PE001216,2603,672
VE001217,PE001217,460704,62462
VE001218,PE001218,109074,44696
VE001219,PE001219,751135,186281
VE001220,PE001220,553996,137390
VE001221,PE001221,65413,28172
VE001222,PE001222,568698,141036
VE001223,PE001223,88298,59340
VE001224,PE001224,274650,37237
VE001225,PE001225,864741,214455
VE001226,PE001226,149932,100760
VE001227,PE001227,91358,37436
VE001228,PE001228,111316,34132
VE001229,PE001229,77663,28066
VE001230,PE001230,656241,162747
VE001231,PE001231,85254,33905
VE001232,PE001232,186684,74242
VE001233,PE001233,845362,209648
VE001234,PE001234,299385,74247
VE001235,PE001235,105595,32378
VE001236,PE001236,184944,35855
VE001237,PE001237,131829,47641
VE001238,PE001238,293371,72755
VE001239,PE001239,132994,89376
VE001240,PE001240,254040,109409
VE001241,PE001241,248643,93368
VE001242,PE001242,136101,49185
VE001243,PE001243,64959,21439
VE001244,PE001244,58696,19371
VE001245,PE001245,580521,78707
VE001246,PE001246,103616,41207
VE001247,PE001247,135796,49075
VE001248,PE001248,382154,143502
VE001249,PE001249,161763,66286
VE001250,PE001250,503876,124960
VE001251,PE001251,43028,15549
VE001252,PE001252,374638,50794
VE001253,PE001253,100909,41350
VE001254,PE001254,103785,14071
VE001255,PE001255,73238,26467
VE001256,PE001256,81003,10982
VE001257,PE001257,20688,6828
VE001258,PE001258,184872,75756
VE001259,PE001259,123728,49205
VE001260,PE001260,155256,21050
VE001261,PE001261,155755,63824
VE001262,PE001262,264215,99215
VE001263,PE001263,391294,155614
VE001264,PE001264,459016,62234
VE001265,PE001265,167533,60544
VE001266,PE001266,132884,89303
VE001267,PE001267,88122,36110
VE001268,PE001268,82691,35613
VE001269,PE001269,493189,66867
VE001270,PE001270,173483,62694
VE001271,PE001271,106002,71237
VE001272,PE001272,914862,226884
VE001273,PE001273,610331,242723
VE001274,PE001274,114585,35134
VE001275,PE001275,279752,120482
VE001276,PE001276,59908,18369
VE001277,PE001277,139878,94003
VE001278,PE001278,101303,68079
VE001279,PE001279,117334,42403
VE001280,PE001280,615578,244809
VE001281,PE001281,57509,18980
VE001282,PE001282,428019,170219
VE001283,PE001283,305399,75739
VE001284,PE001284,858727,212963
VE001285,PE001285,877180,170059
VE001286,PE001286,83528,25611
VE001287,PE001287,84817,33731
VE001288,PE001288,25336,7769
VE001289,PE001289,21685,7157
VE001290,PE001290,45851,14059
VE001291,PE001291,1819,470
VE001292,PE001292,23802,8602
VE001293,PE001293,3107,803
VE001294,PE001294,431079,171436
VE001295,PE001295,456874,181694
VE001296,PE001296,572083,77563
VE001297,PE001297,38102,12575
VE001298,PE001298,13713,4526
VE001299,PE001299,612789,118801
VE001300,PE001300,626085,84885
VE001301,PE001301,71578,48103
VE001302,PE001302,133570,54734
VE001303,PE001303,27053,8295
VE001304,PE001304,220051,82631
VE001305,PE001305,91395,33029
VE001306,PE001306,72254,29608
VE001307,PE001307,684977,169873
VE001308,PE001308,579727,230552
VE001309,PE001309,74286,27895
VE001310,PE001310,573349,77735
VE001311,PE001311,84146,56549
VE001312,PE001312,221950,95589
VE001313,PE001313,111725,34257
VE001314,PE001314,135881,55681
VE001315,PE001315,435659,84461
VE001316,PE001316,146172,52824
VE001317,PE001317,554363,75161
VE001318,PE001318,337512,45760
VE001319,PE001319,12922,3338
VE001320,PE001320,77384,30775
VE001321,PE001321,477988,92668
VE001322,PE001322,674002,130669
VE001323,PE001323,547981,135899
VE001324,PE001324,117792,42568
VE001325,PE001325,277284,119419
VE001326,PE001326,192267,78786
VE001327,PE001327,438916,85092
VE001328,PE001328,119823,23230
VE001329,PE001329,616045,119432
VE001330,PE001330,499282,198560
VE001331,PE001331,933184,180916
VE001332,PE001332,255068,109852
VE001333,PE001333,163058,40438
VE001334,PE001334,303464,58833
VE001335,PE001335,42800,14125
VE001336,PE001336,49162,21173
VE001337,PE001337,13950,4604
VE001338,PE001338,619486,153632
VE001339,PE001339,128024,52461
VE001340,PE001340,12260,3759
VE001341,PE001341,41682,12781
VE001342,PE001342,91125,39245
VE001343,PE001343,587160,233507
VE001344,PE001344,123420,53154
VE001345,PE001345,3032,783
VE001346,PE001346,60807,18645
VE001347,PE001347,120492,45246
VE001348,PE001348,41964,28201
VE001349,PE001349,252018,48859
VE001350,PE001350,16264,4987
VE001351,PE001351,587693,79680
VE001352,PE001352,501432,97212
VE001353,PE001353,4245,1097
VE001354,PE001354,110926,40087
VE001355,PE001355,73831,10010
VE001356,PE001356,20831,6875
VE001357,PE001357,52859,17445
VE001358,PE001358,168753,60985
VE001359,PE001359,99049,37194
VE001360,PE001360,11597,2996
VE001361,PE001361,547313,135733
VE001362,PE001362,165407,32068
VE001363,PE001363,2342,605
VE001364,PE001364,5309,1371
VE001365,PE001365,42374,18250
VE001366,PE001366,173397,23509
VE001367,PE001367,378836,142256
VE001368,PE001368,33262,10978
VE001369,PE001369,205068,74108
VE001370,PE001370,155921,67151
VE001371,PE001371,543760,105419
VE001372,PE001372,297011,40269
VE001373,PE001373,67940,27840
VE001374,PE001374,297656,111773
VE001375,PE001375,209585,78701
VE001376,PE001376,202779,73281
VE001377,PE001377,6204,1603
VE001378,PE001378,446404,110708
VE001379,PE001379,567361,140705
VE001380,PE001380,122186,52622
VE001381,PE001381,57390,24717
VE001382,PE001382,35742,14646
VE001383,PE001383,10664,2755
VE001384,PE001384,254623,49364
VE001385,PE001385,28809,11805
VE001386,PE001386,643558,255937
VE001387,PE001387,45197,13858
VE001388,PE001388,8067,2662
VE001389,PE001389,178753,76985
VE001390,PE001390,476035,92289
VE001391,PE001391,597811,115898
VE001392,PE001392,7408,1914
VE001393,PE001393,284776,38610
VE001394,PE001394,83773,25686
VE001395,PE001395,197076,74004
VE001396,PE001396,19502,6436
VE001397,PE001397,74201,49866
VE001398,PE001398,133088,57318
VE001399,PE001399,40652,27320
VE001400,PE001400,123248,50504
VE001401,PE001401,103907,37550
VE001402,PE001402,498176,96581
VE001403,PE001403,458186,182216
VE001404,PE001404,501205,67954
VE001405,PE001405,63011,25820
VE001406,PE001406,107787,46421
VE001407,PE001407,689631,133699
VE001408,PE001408,90802,27842
VE001409,PE001409,31466,9648
VE001410,PE001410,10664,2755
VE001411,PE001411,3928,1015
VE001412,PE001412,6130,1583
VE001413,PE001413,214143,87751
VE001414,PE001414,107094,71971
VE001415,PE001415,469564,63664
VE001416,PE001416,632183,156781
VE001417,PE001417,780539,193573
VE001418,PE001418,118010,48358
VE001419,PE001419,153702,38118
VE001420,PE001420,28039,11490
VE001421,PE001421,97696,65655
VE001422,PE001422,469553,186736
VE001423,PE001423,60926,20107
VE001424,PE001424,525526,101884
VE001425,PE001425,95788,29370
VE001426,PE001426,576724,78192
VE001427,PE001427,205208,84089
VE001428,PE001428,94131,38572
VE001429,PE001429,168756,22880
VE001430,PE001430,4198,1084
VE001431,PE001431,75110,23030
VE001432,PE001432,248132,93176
VE001433,PE001433,244587,60657
VE001434,PE001434,29117,11932
VE001435,PE001435,204195,27685
VE001436,PE001436,502893,68182
VE001437,PE001437,68571,21025
VE001438,PE001438,115192,49610
VE001439,PE001439,156700,56629
VE001440,PE001440,186570,80351
VE001441,PE001441,41709,13765
VE001442,PE001442,636563,253155
VE001443,PE001443,174094,62915
VE001444,PE001444,59448,39951
VE001445,PE001445,39230,12029
VE001446,PE001446,482220,65380
VE001447,PE001447,609533,118170
VE001448,PE001448,532690,103272
VE001449,PE001449,155943,104799
VE001450,PE001450,70860,21727
VE001451,PE001451,59929,19779
VE001452,PE001452,42088,13890
VE001453,PE001453,170890,61757
VE001454,PE001454,332375,124810
VE001455,PE001455,56156,24185
VE001456,PE001456,7893,2039
VE001457,PE001457,56560,18667
VE001458,PE001458,47482,17830
VE001459,PE001459,285620,38724
VE001460,PE001460,171623,70327
VE001461,PE001461,214899,41662
VE001462,PE001462,115611,28671
VE001463,PE001463,70761,30475
VE001464,PE001464,102240,19821
VE001465,PE001465,404401,78401
VE001466,PE001466,111356,74835
VE001467,PE001467,16133,5324
VE001468,PE001468,469142,63606
VE001469,PE001469,12913,3335
VE001470,PE001470,49038,15036
VE001471,PE001471,120973,81298
VE001472,PE001472,151359,54699
VE001473,PE001473,122940,82620
VE001474,PE001474,210101,28486
VE001475,PE001475,79932,24509
VE001476,PE001476,295547,117536
VE001477,PE001477,196118,80364
VE001478,PE001478,460405,89259
VE001479,PE001479,14662,4839
VE001480,PE001480,12341,3784
VE001481,PE001481,46488,20021
VE001482,PE001482,464306,184650
VE001483,PE001483,611486,118549
VE001484,PE001484,148949,100099
VE001485,PE001485,412280,163959
VE001486,PE001486,218163,86761
VE001487,PE001487,81663,35170
VE001488,PE001488,82944,55741
VE001489,PE001489,915530,227050
VE001490,PE001490,3042,786
VE001491,PE001491,256812,96435
VE001492,PE001492,258359,111269
VE001493,PE001493,289232,108609
